Table 1
date,temperaturemax,fastest2minwindspeed,,
2019-06-03,82.0,14.09,,
2019-06-06,90.0,14.99,,
2019-06-11,81.0,14.99,,
2019-06-13,79.0,19.91,,
2019-06-15,82.9,14.99,,
2019-06-18,91.0,17.0,,
2019-06-26,89.1,12.97,,
2019-06-27,93.0,12.08,,
2019-06-29,91.9,12.08,,
2019-07-06,93.0,17.0,,
2019-07-20,95.0,21.92,,
2019-07-31,95.0,14.09,,
2019-08-13,96.1,23.94,,
2019-08-18,91.9,8.95,,
2019-08-22,95.0,25.95,,
2019-08-26,79.0,14.09,,
2019-09-07,90.0,12.97,,
2019-09-11,91.9,12.08,,
2019-09-15,86.0,10.07,,
2019-09-22,90.0,14.09,,
2019-09-27,88.0,17.0,,
2019-10-03,100.0,14.09,,
2019-10-07,84.9,8.95,,
2019-10-10,75.0,14.99,,
2019-10-17,66.0,17.0,,
2019-10-18,68.0,10.07,,
2019-10-24,73.0,10.07,,
2019-10-27,84.9,19.91,,
2019-10-30,70.0,10.07,,
2019-11-05,73.0,6.93,,
2019-11-13,39.9,18.12,,
2019-11-16,50.0,25.05,,
2019-11-23,60.1,21.03,,
2019-12-05,57.9,12.97,,
2019-12-06,55.9,14.99,,
2019-12-09,61.0,16.11,,
2019-12-10,75.9,19.91,,
2019-12-12,45.0,17.0,,
2019-12-13,48.9,12.08,,
2019-12-17,64.0,21.92,,
2019-12-22,48.0,6.04,,
2019-12-26,66.0,8.05,,
2019-12-28,71.1,6.93,,
2020-01-04,64.9,23.04,,
2020-01-09,51.1,14.99,,
2020-01-13,66.9,12.97,,
2020-01-20,39.0,17.0,,
2020-01-24,64.9,19.91,,
2020-01-25,59.0,14.09,,
2020-02-03,73.9,16.11,,
2020-02-11,71.1,29.08,,
2020-02-17,59.0,14.99,,
2007-01-01,68.0,25.05,,
2007-01-02,55.9,12.97,,
2007-01-13,69.1,17.0,,
2007-01-17,39.9,17.9,,
2007-01-18,35.1,10.07,,
2007-01-28,57.9,17.0,,
2007-02-02,45.0,12.97,,
2007-02-03,45.0,17.0,,
2007-02-05,39.9,17.9,,
2007-02-11,50.0,14.99,,
2007-02-22,73.9,27.96,,
2007-02-26,61.0,8.95,,
2007-03-02,68.0,38.03,,
2007-03-10,71.1,12.97,,
2007-03-12,66.9,12.97,,
2007-04-09,55.9,12.97,,
2007-04-16,60.1,29.97,,
2007-04-27,82.9,21.03,,
2007-04-30,87.1,17.9,,
2007-05-01,91.9,17.0,,
2007-05-11,87.1,12.97,,
2007-05-15,82.0,19.91,,
2007-05-29,91.9,12.08,,
2007-05-31,91.0,14.09,,
2007-06-01,89.1,12.97,,
2007-06-05,90.0,21.03,,
2007-06-07,93.9,16.11,,
2007-06-22,91.0,19.91,,
2007-06-27,93.0,21.03,,
2007-06-29,93.0,19.91,,
2007-06-30,89.1,16.11,,
2007-07-04,89.1,16.11,,
2007-07-12,89.1,12.08,,
2007-07-24,88.0,14.09,,
2007-07-25,88.0,14.09,,
2007-08-03,93.0,12.97,,
2007-08-04,96.1,10.07,,
2007-08-09,104.0,23.04,,
2007-08-14,93.9,14.99,,
2007-08-21,105.1,23.94,,
2007-08-22,95.0,12.08,,
2007-08-23,90.0,12.08,,
2007-08-26,98.1,21.03,,
2007-08-30,90.0,12.97,,
2007-09-04,96.1,10.07,,
2007-09-12,91.0,14.99,,
2007-09-14,82.9,14.09,,
2007-09-17,75.9,17.0,,
2007-09-20,73.9,14.99,,
2007-09-26,89.1,12.08,,
2007-10-13,75.0,12.08,,
2007-10-15,80.1,10.07,,
2007-10-17,84.0,8.95,,
2007-10-18,84.9,12.97,,
2007-10-20,80.1,17.0,,
2007-10-25,70.0,17.0,,
2007-10-27,75.0,12.97,,
2007-10-28,64.9,16.11,,
2007-11-05,68.0,17.0,,
2007-11-13,73.9,12.97,,
2007-11-18,70.0,12.08,,
2007-11-23,51.1,14.99,,
2007-12-02,54.0,14.99,,
2007-12-04,45.0,16.11,,
2007-12-09,72.0,12.08,,
2007-12-26,43.0,17.9,,
2007-12-28,64.0,21.03,,
2008-01-02,35.1,19.91,,
2008-01-03,35.1,12.08,,
2008-01-06,69.1,17.9,,
2008-01-14,52.0,16.11,,
2008-01-16,46.0,10.07,,
2008-01-21,37.0,10.07,,
2008-01-27,52.0,12.08,,
2008-01-29,64.0,23.94,,
2008-02-03,66.0,12.08,,
2008-02-05,75.9,25.05,,
2008-02-19,55.0,23.04,,
2008-02-21,43.0,16.11,,
2008-02-22,42.1,12.08,,
2008-02-25,61.0,12.08,,
2008-02-27,48.9,17.9,,
2008-03-01,64.9,21.92,,
2008-03-02,63.0,12.97,,
2008-03-03,73.9,25.95,,
2008-03-12,68.0,17.0,,
2008-03-18,59.0,17.0,,
2008-03-21,66.9,16.11,,
2008-03-22,75.0,25.05,,
2008-03-27,77.0,25.95,,
2008-03-28,81.0,23.94,,
2008-04-18,86.0,14.99,,
2008-04-25,82.0,14.99,,
2008-04-28,71.1,29.08,,
2008-05-03,80.1,23.04,,
2008-05-07,82.9,21.03,,
2008-05-10,80.1,21.92,,
2008-05-12,64.0,19.91,,
2008-05-18,79.0,25.95,,
2008-05-21,75.0,19.91,,
2008-06-01,91.0,21.92,,
2008-06-04,93.9,21.92,,
2008-06-09,100.0,12.08,,
2008-06-12,89.1,12.97,,
2008-06-18,84.9,14.09,,
2008-06-20,91.0,23.04,,
2008-06-22,87.1,23.04,,
2008-06-28,98.1,23.94,,
2008-07-03,91.9,17.0,,
2008-07-11,87.1,14.09,,
2008-07-13,91.0,14.09,,
2008-07-17,89.1,14.99,,
2008-07-20,93.0,12.08,,
2008-07-27,91.0,25.95,,
2008-07-28,93.0,8.95,,
2008-08-04,93.9,14.99,,
2008-08-06,96.1,14.09,,
2008-08-07,93.0,17.9,,
2008-08-20,91.9,17.0,,
2008-08-24,91.0,10.07,,
2008-08-28,89.1,12.97,,
2008-09-06,88.0,21.03,,
2008-09-09,87.1,14.09,,
2008-09-23,75.9,21.92,,
2008-09-28,82.9,12.08,,
2008-10-01,73.0,12.97,,
2008-10-09,75.9,8.05,,
2008-10-14,84.9,10.07,,
2008-10-28,55.0,21.03,,
2008-11-01,77.0,8.95,,
2008-11-16,55.9,19.91,,
2008-11-21,44.1,19.91,,
2008-11-30,59.0,21.03,,
2008-12-04,57.9,17.9,,
2008-12-09,66.0,21.92,,
2008-12-12,57.9,17.0,,
2008-12-16,61.0,21.03,,
2008-12-26,48.0,14.99,,
2008-12-27,59.0,8.05,,
2008-12-30,64.0,14.09,,
2009-01-05,60.1,14.09,,
2009-01-09,50.0,12.08,,
2009-01-10,64.0,23.94,,
2009-01-11,57.9,23.04,,
2009-01-17,36.0,14.09,,
2009-01-24,57.0,12.08,,
2009-01-28,66.9,31.99,,
2009-01-29,54.0,12.08,,
2009-02-06,55.0,17.0,,
2009-02-07,71.1,17.0,,
2009-02-26,64.9,17.9,,
2009-02-27,72.0,25.95,,
2009-03-04,50.0,14.09,,
2009-03-11,82.9,17.9,,
2009-03-17,62.1,14.99,,
2009-03-18,68.0,12.08,,
2009-03-19,75.9,21.03,,
2009-03-22,66.9,10.07,,
2009-03-23,66.0,19.91,,
2009-03-26,69.1,25.05,,
2009-03-27,68.0,14.09,,
2009-03-29,77.0,31.09,,
2009-03-30,66.9,16.11,,
2009-04-06,71.1,19.91,,
2009-04-10,78.1,29.97,,
2009-04-23,80.1,19.91,,
2009-04-28,84.9,17.9,,
2009-04-29,82.9,17.0,,
2009-04-30,75.9,16.11,,
2009-05-02,84.0,17.0,,
2009-05-03,86.0,25.95,,
2009-05-05,73.0,12.97,,
2009-05-12,75.9,14.09,,
2009-05-16,87.1,17.9,,
2009-05-25,82.9,23.04,,
2009-05-31,88.0,14.99,,
2009-06-08,91.0,10.07,,
2009-06-18,91.0,12.97,,
2009-06-19,91.0,14.09,,
2009-06-23,89.1,14.09,,
2009-06-24,91.0,12.08,,
2009-07-05,82.0,8.95,,
2009-07-06,82.9,12.08,,
2009-07-08,91.0,12.97,,
2009-07-12,97.0,17.9,,
2009-07-24,91.9,12.08,,
2009-07-25,96.1,25.05,,
2009-07-26,99.0,21.92,,
2009-08-02,82.9,16.11,,
2009-08-04,95.0,12.97,,
2009-08-07,88.0,14.09,,
2009-08-12,84.0,12.08,,
2009-08-16,90.0,16.11,,
2009-08-18,96.1,17.9,,
2009-08-31,72.0,12.08,,
2009-09-01,79.0,21.03,,
2009-09-04,87.1,12.08,,
2009-09-06,87.1,19.91,,
2009-09-11,82.9,12.08,,
2009-09-14,87.1,12.08,,
2009-09-16,79.0,14.09,,
2009-09-26,68.0,14.09,,
2009-09-27,81.0,14.09,,
2009-10-02,77.0,16.11,,
2009-10-17,57.9,14.09,,
2009-10-21,78.1,8.95,,
2009-10-30,61.0,12.08,,
2009-11-06,60.1,14.09,,
2009-11-08,75.9,8.05,,
2009-11-16,73.9,8.05,,
2009-11-22,57.0,17.0,,
2009-11-25,55.9,8.95,,
2009-11-26,61.0,14.09,,
2009-11-28,57.9,12.08,,
2009-11-29,71.1,14.99,,
2009-11-30,62.1,21.03,,
2009-12-02,68.0,31.99,,
2009-12-04,55.9,10.07,,
2009-12-05,48.0,14.09,,
2009-12-09,70.0,36.91,,
2009-12-10,59.0,17.9,,
2009-12-17,45.0,10.07,,
2009-12-18,37.0,25.05,,
2009-12-19,34.0,21.03,,
2009-12-23,53.1,6.04,,
2009-12-25,59.0,21.03,,
2009-12-27,55.0,12.08,,
2010-01-06,41.0,14.09,,
2010-01-10,37.0,12.08,,
2010-01-12,37.9,12.97,,
2010-01-19,66.0,12.08,,
2010-01-26,51.1,19.91,,
2010-02-02,37.0,21.92,,
2010-02-09,39.9,16.11,,
2010-02-20,59.0,12.08,,
2010-02-21,64.9,14.09,,
2010-02-25,42.1,17.9,,
2010-03-01,54.0,12.97,,
2010-03-19,73.9,14.99,,
2010-04-23,72.0,8.05,,
2010-05-02,91.9,23.94,,
2010-05-06,91.9,16.11,,
2010-05-09,68.0,17.0,,
2010-05-10,68.0,16.11,,
2010-05-13,75.9,14.99,,
2010-05-16,82.0,14.99,,
2010-05-22,82.0,17.9,,
2010-05-28,87.1,25.05,,
2010-06-05,91.9,17.0,,
2010-06-07,82.0,14.09,,
2010-06-08,82.9,10.07,,
2010-06-18,88.0,14.09,,
2010-06-25,93.9,14.09,,
2010-06-28,99.0,21.03,,
2010-07-11,96.1,16.11,,
2010-07-14,91.9,12.08,,
2010-07-21,97.0,17.0,,
2010-07-24,100.0,17.9,,
2010-07-27,82.9,12.97,,
2010-07-28,93.9,12.97,,
2010-08-05,95.0,23.94,,
2010-08-06,91.9,12.08,,
2010-08-08,90.0,12.08,,
2010-08-19,84.0,12.97,,
2010-08-22,91.0,12.97,,
2010-08-29,90.0,12.08,,
2010-09-03,99.0,16.11,,
2010-09-09,91.9,14.09,,
2010-09-10,88.0,14.09,,
2010-09-17,95.0,17.0,,
2010-09-18,87.1,14.09,,
2010-09-22,96.1,17.9,,
2010-09-23,99.0,14.99,,
2010-09-25,98.1,17.9,,
2010-09-26,84.0,16.11,,
2010-09-30,77.0,21.92,,
2010-10-10,87.1,8.05,,
2010-10-12,88.0,14.09,,
2010-10-15,71.1,17.0,,
2010-10-21,78.1,19.91,,
2010-10-22,68.0,10.07,,
2010-10-23,73.9,12.97,,
2010-10-25,78.1,25.95,,
2010-10-30,64.9,17.0,,
2010-10-31,75.0,14.09,,
2010-11-14,70.0,8.05,,
2010-11-25,61.0,10.07,,
2010-11-26,66.0,21.92,,
2010-11-27,54.0,12.97,,
2010-12-01,70.0,29.97,,
2010-12-09,42.1,8.05,,
2010-12-10,48.0,6.93,,
2010-12-11,41.0,8.05,,
2010-12-27,37.0,19.91,,
2010-12-28,46.9,14.99,,
2010-12-29,46.9,12.08,,
2011-01-05,46.0,6.04,,
2011-01-11,32.0,12.97,,
2011-01-13,42.1,12.08,,
2011-01-18,46.9,12.97,,
2011-01-26,43.0,14.99,,
2011-01-29,57.9,21.03,,
2011-02-27,81.0,19.91,,
2011-03-04,61.0,19.91,,
2011-03-06,64.9,21.03,,
2011-03-09,61.0,17.9,,
2011-03-21,75.0,27.96,,
2011-03-31,48.0,10.07,,
2011-04-06,68.0,21.03,,
2011-04-20,84.0,23.94,,
2011-04-22,57.9,14.99,,
2011-04-24,87.1,21.92,,
2011-05-06,72.0,19.91,,
2011-06-10,96.1,12.97,,
2011-06-28,99.0,25.05,,
2011-07-04,99.0,17.9,,
2011-07-08,91.9,17.0,,
2011-08-01,93.9,12.08,,
2011-08-05,89.1,14.09,,
2011-09-03,87.1,8.95,,
2011-09-16,60.1,19.91,,
2011-09-26,84.9,17.9,,
2011-10-04,72.0,12.97,,
2011-10-18,82.9,14.09,,
2011-10-19,68.0,25.95,,
2011-10-26,75.9,23.04,,
2011-11-02,64.0,6.93,,
2011-11-09,71.1,6.04,,
2011-11-10,66.9,12.97,,
2011-11-20,73.9,19.91,,
2011-12-11,46.9,16.11,,
2011-12-18,48.9,12.97,,
2011-12-19,57.9,19.91,,
2011-12-25,52.0,14.99,,
2011-12-28,53.1,17.0,,
2011-12-29,55.9,16.11,,
2011-12-31,64.9,14.99,,
2012-01-06,66.0,14.09,,
2012-01-08,59.0,12.08,,
2012-01-25,64.0,8.95,,
2012-02-04,55.0,14.09,,
2012-02-09,51.1,10.07,,
2012-02-16,57.9,16.11,,
2012-02-23,73.9,23.94,,
2012-02-24,78.1,36.01,,
2012-03-07,70.0,19.91,,
2012-03-08,75.0,23.04,,
2012-03-09,61.0,14.99,,
2012-03-14,84.0,12.97,,
2012-03-30,77.0,17.9,,
2012-04-04,84.9,16.11,,
2012-04-09,73.9,21.92,,
2012-04-12,63.0,14.09,,
2012-04-21,80.1,14.99,,
2012-04-22,62.1,17.0,,
2012-04-25,68.0,17.9,,
2012-05-12,77.0,10.07,,
2012-05-22,86.0,14.99,,
2012-05-24,86.0,17.9,,
2012-06-01,88.0,23.04,,
2012-06-02,75.9,12.08,,
2012-06-10,89.1,14.09,,
2012-06-18,86.0,12.97,,
2017-11-09,50.0,12.08,,
2017-12-03,64.0,8.95,,
2017-12-12,53.1,18.12,,
